transaction_id,customer_id,product_id,quantity,unit_price,total_amount,date,store_type,payment_method
T00904,C0949,P028,5,325.78,1628.9,2026-06-05,In-Store,Credit Card
T00905,C0039,P002,5,141.14,705.7,2024-07-14,In-Store,PayPal
T00906,C0116,P028,5,325.78,1628.9,2024-09-30,In-Store,Credit Card
T00907,C0146,P027,5,137.15,685.75,2025-10-12,In-Store,Apple Pay
T00908,C0530,P024,1,55.0,55.0,2025-12-19,Online,Debit Card
T00909,C0484,P022,1,117.81,117.81,2025-05-07,In-Store,Cash
T00910,C0055,P017,3,270.43,811.29,2025-01-05,Online,Apple Pay
T00911,C0465,P008,5,326.69,1633.45,2026-03-19,In-Store,Cash
T00912,C0752,P012,3,173.42,520.26,2025-08-09,In-Store,PayPal
T00913,C0984,P019,3,415.56,1246.68,2025-05-24,In-Store,Debit Card
T00914,C0037,P016,5,404.53,2022.65,2024-08-04,In-Store,Cash
T00915,C0267,P027,1,137.15,137.15,2025-08-08,In-Store,Cash
T00916,C0174,P004,5,446.63,2233.15,2025-02-18,Online,PayPal
T00917,C0829,P017,5,270.43,1352.15,2025-05-08,Online,PayPal
T00918,C0497,P002,1,141.14,141.14,2024-08-05,Online,Cash
T00919,C0079,P004,3,446.63,1339.89,2024-12-09,In-Store,Debit Card
T00920,C0631,P021,3,353.76,1061.28,2024-09-29,In-Store,PayPal
T00921,C0015,P021,1,353.76,353.76,2025-06-14,Online,Cash
T00922,C0757,P008,2,326.69,653.38,2025-03-28,In-Store,PayPal
T00923,C0828,P002,2,141.14,282.28,2025-12-05,In-Store,Debit Card
T00924,C0497,P004,2,446.63,893.26,2024-07-04,Online,PayPal
T00925,C0087,P026,2,188.24,376.48,2025-06-23,Online,Apple Pay
T00926,C0771,P027,4,137.15,548.6,2025-02-24,In-Store,Debit Card
T00927,C0677,P005,4,213.85,855.4,2026-06-10,Online,Debit Card
T00928,C0592,P013,3,478.82,1436.46,2025-06-21,Online,PayPal
T00929,C0774,P030,1,85.88,85.88,2026-02-21,Online,Debit Card
T00930,C0476,P002,4,141.14,564.56,2024-12-10,In-Store,PayPal
T00931,C0488,P001,5,321.52,1607.6,2024-11-04,Online,Apple Pay
T00932,C0700,P028,4,325.78,1303.12,2024-09-28,In-Store,PayPal
T00933,C0149,P007,5,18.14,90.7,2025-05-17,In-Store,Credit Card
T00934,C0296,P030,4,85.88,343.52,2026-04-13,In-Store,PayPal
T00935,C0985,P022,5,117.81,589.05,2025-03-14,Online,Credit Card
T00936,C0940,P013,5,478.82,2394.1,2025-03-15,In-Store,Apple Pay
T00937,C0626,P011,3,403.88,1211.64,2024-08-05,In-Store,PayPal
T00938,C0274,P010,1,405.67,405.67,2025-12-04,In-Store,Cash
T00939,C0401,P002,4,141.14,564.56,2026-03-10,Online,Cash
T00940,C0789,P028,2,325.78,651.56,2026-02-02,In-Store,Debit Card
T00941,C0321,P009,5,114.12,570.6,2025-09-07,Online,Credit Card
T00942,C0852,P010,1,405.67,405.67,2024-11-26,Online,Apple Pay
T00943,C0101,P014,5,50.91,254.55,2025-02-18,Online,Apple Pay
T00944,C0360,P012,2,173.42,346.84,2025-10-07,In-Store,PayPal
T00945,C0198,P011,1,403.88,403.88,2024-10-08,Online,Cash
T00946,C0095,P009,1,114.12,114.12,2026-02-06,Online,Cash
T00947,C0654,P010,1,405.67,405.67,2026-02-26,Online,Credit Card
T00948,C0877,P021,5,353.76,1768.8,2024-08-23,Online,Apple Pay
T00949,C0673,P029,5,89.71,448.55,2026-03-09,Online,Credit Card
T00950,C0713,P013,2,478.82,957.64,2024-08-04,In-Store,PayPal
T00951,C0479,P011,1,403.88,403.88,2025-01-30,In-Store,PayPal
T00952,C0788,P006,4,113.23,452.92,2025-10-19,In-Store,PayPal
T00953,C0166,P025,1,319.66,319.66,2025-05-22,In-Store,Credit Card
T00954,C0392,P024,4,55.0,220.0,2024-08-25,In-Store,Credit Card
T00955,C0265,P020,3,431.54,1294.62,2025-05-05,Online,Apple Pay
T00956,C0072,P002,4,141.14,564.56,2025-04-27,Online,Cash
T00957,C0403,P005,2,213.85,427.7,2024-08-06,In-Store,Credit Card
T00958,C0148,P013,5,478.82,2394.1,2025-04-05,In-Store,Debit Card
T00959,C0629,P022,1,117.81,117.81,2026-02-12,In-Store,PayPal
T00960,C0106,P018,1,192.37,192.37,2026-02-09,Online,Credit Card
T00961,C0586,P003,3,369.55,1108.65,2025-04-02,In-Store,Credit Card
T00962,C0919,P030,4,85.88,343.52,2025-10-31,Online,Credit Card
T00963,C0956,P006,1,113.23,113.23,2024-08-22,In-Store,PayPal
T00964,C0156,P023,3,44.5,133.5,2025-03-03,In-Store,Cash
T00965,C0004,P026,5,188.24,941.2,2025-12-04,In-Store,Apple Pay
T00966,C0447,P016,4,404.53,1618.12,2025-11-01,Online,Cash
T00967,C0232,P006,1,113.23,113.23,2024-07-30,In-Store,Apple Pay
T00968,C0125,P021,5,353.76,1768.8,2026-04-14,In-Store,PayPal
T00969,C0699,P012,3,173.42,520.26,2026-01-27,In-Store,Credit Card
T00970,C0648,P025,1,319.66,319.66,2024-11-24,In-Store,Cash
T00971,C0874,P009,3,114.12,342.36,2024-06-14,Online,Apple Pay
T00972,C0779,P027,3,137.15,411.45,2025-05-02,Online,Debit Card
T00973,C0568,P028,1,325.78,325.78,2024-08-27,In-Store,Debit Card
T00974,C0307,P030,4,85.88,343.52,2025-12-11,Online,PayPal
T00975,C0499,P004,1,446.63,446.63,2026-03-28,In-Store,Debit Card
T00976,C0144,P021,1,353.76,353.76,2025-01-24,Online,Credit Card
T00977,C0738,P028,5,325.78,1628.9,2025-10-27,Online,Apple Pay
T00978,C0399,P029,1,89.71,89.71,2024-11-09,In-Store,Apple Pay
T00979,C0547,P003,4,369.55,1478.2,2025-05-03,Online,Credit Card
T00980,C0348,P019,1,415.56,415.56,2025-02-24,In-Store,Credit Card
T00981,C0416,P026,1,188.24,188.24,2026-03-13,Online,Cash
T00982,C0470,P007,5,18.14,90.7,2026-06-09,Online,Cash
T00983,C0239,P007,1,18.14,18.14,2024-11-08,Online,Debit Card
T00984,C0501,P009,1,114.12,114.12,2025-03-07,In-Store,Cash
T00985,C0047,P017,2,270.43,540.86,2024-08-17,Online,Credit Card
T00986,C0177,P007,1,18.14,18.14,2025-05-03,In-Store,Credit Card
T00987,C0468,P016,5,404.53,2022.65,2025-06-02,Online,Cash
T00988,C0066,P027,1,137.15,137.15,2024-07-22,Online,Apple Pay
T00989,C0610,P005,5,213.85,1069.25,2025-06-24,Online,Credit Card
T00990,C0824,P028,2,325.78,651.56,2025-01-19,In-Store,PayPal
T00991,C0831,P004,4,446.63,1786.52,2025-01-05,In-Store,Credit Card
T00992,C1000,P016,5,404.53,2022.65,2025-07-27,Online,PayPal
T00993,C0857,P008,2,326.69,653.38,2025-12-16,Online,Cash
T00994,C0178,P004,3,446.63,1339.89,2026-01-26,Online,Credit Card
T00995,C0281,P014,2,50.91,101.82,2025-08-10,In-Store,Debit Card
T00996,C0714,P027,3,137.15,411.45,2024-06-30,Online,Apple Pay
T00997,C0250,P017,5,270.43,1352.15,2024-06-30,Online,Debit Card
T00998,C0103,P029,5,89.71,448.55,2024-08-10,In-Store,Debit Card
T00999,C0017,P028,4,325.78,1303.12,2026-01-18,Online,Credit Card
T01000,C0008,P006,2,113.23,226.46,2025-03-23,Online,Cash
T01001,C0909,P027,3,137.15,411.45,2024-07-31,In-Store,Apple Pay
T01002,C0709,P015,2,424.51,849.02,2024-10-14,Online,Debit Card
T01003,C0656,P015,3,424.51,1273.53,2025-08-19,In-Store,Apple Pay
T01004,C0245,P020,2,431.54,863.08,2025-03-04,Online,Cash
T01005,C0185,P014,4,50.91,203.64,2026-01-02,Online,PayPal
T01006,C0357,P021,4,353.76,1415.04,2024-07-24,Online,Cash
T01007,C0242,P009,2,114.12,228.24,2025-02-18,Online,Cash
T01008,C0098,P023,5,44.5,222.5,2024-11-09,In-Store,Cash
T01009,C0520,P006,2,113.23,226.46,2025-03-30,In-Store,Debit Card
T01010,C0284,P014,1,50.91,50.91,2025-02-09,Online,Credit Card
T01011,C0816,P026,2,188.24,376.48,2025-11-11,In-Store,Apple Pay
T01012,C0181,P016,2,404.53,809.06,2024-11-08,Online,Credit Card
T01013,C0661,P016,3,404.53,1213.59,2025-04-26,In-Store,Debit Card
T01014,C0446,P010,3,405.67,1217.01,2026-02-27,In-Store,Cash
T01015,C0825,P027,4,137.15,548.6,2025-07-26,Online,Credit Card
T01016,C0759,P013,1,478.82,478.82,2025-01-08,Online,Debit Card
T01017,C0805,P011,1,403.88,403.88,2024-07-25,In-Store,Cash
T01018,C0119,P006,1,113.23,113.23,2025-10-27,Online,Apple Pay
T01019,C0607,P006,5,113.23,566.15,2024-08-15,In-Store,Apple Pay
T01020,C0204,P006,3,113.23,339.69,2024-09-22,Online,Credit Card
T01021,C0334,P004,2,446.63,893.26,2025-02-10,Online,Debit Card
T01022,C0756,P004,4,446.63,1786.52,2025-10-02,Online,Apple Pay
T01023,C0913,P011,2,403.88,807.76,2026-06-03,Online,Apple Pay
T01024,C0600,P024,4,55.0,220.0,2025-10-27,Online,Apple Pay
T01025,C0149,P020,2,431.54,863.08,2024-08-12,In-Store,Debit Card
T01026,C0397,P019,3,415.56,1246.68,2026-04-09,Online,Apple Pay
T01027,C0738,P008,2,326.69,653.38,2024-07-22,In-Store,PayPal
T01028,C0208,P026,3,188.24,564.72,2026-03-13,Online,Credit Card
T01029,C0709,P014,5,50.91,254.55,2026-05-03,Online,PayPal
T01030,C0140,P008,1,326.69,326.69,2026-06-10,In-Store,Apple Pay
T01031,C0429,P030,2,85.88,171.76,2025-08-10,In-Store,Debit Card
T01032,C0908,P019,3,415.56,1246.68,2024-09-14,Online,Cash
T01033,C0928,P024,2,55.0,110.0,2026-05-02,Online,Credit Card
T01034,C0422,P005,5,213.85,1069.25,2025-07-28,In-Store,Debit Card
T01035,C0606,P021,4,353.76,1415.04,2025-08-02,In-Store,PayPal
T01036,C0015,P028,4,325.78,1303.12,2026-04-22,Online,Debit Card
T01037,C0336,P020,4,431.54,1726.16,2025-08-03,Online,Cash
T01038,C0969,P024,2,55.0,110.0,2025-08-29,Online,Apple Pay
T01039,C0046,P019,1,415.56,415.56,2024-10-01,In-Store,Cash
T01040,C0035,P011,4,403.88,1615.52,2025-05-22,In-Store,Apple Pay
T01041,C0830,P004,1,446.63,446.63,2025-10-31,In-Store,Apple Pay
T01042,C0247,P028,1,325.78,325.78,2025-01-17,Online,Apple Pay
T01043,C0973,P026,2,188.24,376.48,2025-06-24,Online,PayPal
T01044,C0303,P017,2,270.43,540.86,2024-07-01,Online,Credit Card
T01045,C0492,P009,3,114.12,342.36,2025-02-04,Online,Apple Pay
T01046,C0879,P013,5,478.82,2394.1,2025-04-11,Online,Apple Pay
T01047,C0475,P018,2,192.37,384.74,2024-09-16,In-Store,Debit Card
T01048,C0809,P013,3,478.82,1436.46,2026-02-15,In-Store,Credit Card
T01049,C0882,P002,1,141.14,141.14,2024-10-09,In-Store,PayPal
T01050,C0544,P027,1,137.15,137.15,2024-06-29,In-Store,Apple Pay
T01051,C0771,P015,3,424.51,1273.53,2024-09-02,Online,Credit Card
T01052,C0636,P020,3,431.54,1294.62,2025-10-22,Online,Cash
T01053,C0969,P030,3,85.88,257.64,2025-11-28,Online,Credit Card
T01054,C0393,P001,3,321.52,964.56,2025-12-17,In-Store,Cash
T01055,C0042,P028,3,325.78,977.34,2024-12-15,In-Store,Debit Card
T01056,C0664,P025,5,319.66,1598.3,2025-09-20,Online,Cash
T01057,C0727,P011,2,403.88,807.76,2025-02-14,Online,PayPal
T01058,C0245,P003,5,369.55,1847.75,2026-01-10,Online,Apple Pay
T01059,C0756,P015,5,424.51,2122.55,2025-10-26,Online,Debit Card
T01060,C0329,P009,3,114.12,342.36,2025-04-30,In-Store,Cash
T01061,C0697,P029,4,89.71,358.84,2025-12-14,In-Store,Credit Card
T01062,C0065,P014,3,50.91,152.73,2025-11-26,In-Store,Apple Pay
T01063,C0498,P006,5,113.23,566.15,2025-09-21,Online,Apple Pay
T01064,C0727,P025,5,319.66,1598.3,2026-05-25,In-Store,Apple Pay
T01065,C0636,P007,3,18.14,54.42,2026-04-07,Online,Debit Card
T01066,C0914,P012,4,173.42,693.68,2025-12-19,Online,Credit Card
T01067,C0401,P026,2,188.24,376.48,2025-09-20,In-Store,Credit Card
T01068,C0112,P030,2,85.88,171.76,2026-04-20,In-Store,Credit Card
T01069,C0714,P008,2,326.69,653.38,2025-05-07,In-Store,Debit Card
T01070,C0896,P008,2,326.69,653.38,2024-08-09,Online,PayPal
T01071,C0427,P007,5,18.14,90.7,2024-09-03,Online,Apple Pay
T01072,C0356,P021,4,353.76,1415.04,2025-09-05,In-Store,Credit Card
T01073,C0299,P020,2,431.54,863.08,2025-11-01,Online,Credit Card
T01074,C0893,P009,2,114.12,228.24,2025-08-07,In-Store,Apple Pay
T01075,C0593,P018,3,192.37,577.11,2024-09-08,In-Store,Apple Pay
T01076,C0608,P026,5,188.24,941.2,2024-11-17,In-Store,Apple Pay
T01077,C0312,P025,5,319.66,1598.3,2026-01-12,Online,PayPal
T01078,C0176,P011,3,403.88,1211.64,2026-04-21,Online,Apple Pay
T01079,C0381,P011,3,403.88,1211.64,2025-11-03,Online,Debit Card
T01080,C0362,P022,3,117.81,353.43,2025-02-16,In-Store,Debit Card
T01081,C0634,P001,2,321.52,643.04,2025-08-15,In-Store,Debit Card
T01082,C0997,P008,2,326.69,653.38,2024-09-22,Online,Debit Card
T01083,C0244,P017,1,270.43,270.43,2025-05-06,Online,PayPal
T01084,C0589,P028,2,325.78,651.56,2024-10-29,In-Store,PayPal
T01085,C0379,P015,2,424.51,849.02,2024-10-21,Online,Cash
T01086,C0725,P019,1,415.56,415.56,2024-06-16,In-Store,PayPal
T01087,C0152,P004,3,446.63,1339.89,2024-10-03,In-Store,Cash
T01088,C0999,P015,2,424.51,849.02,2025-04-08,In-Store,Credit Card
T01089,C0943,P019,1,415.56,415.56,2024-12-16,In-Store,Apple Pay
T01090,C0787,P007,2,18.14,36.28,2025-09-19,In-Store,PayPal
T01091,C0160,P026,1,188.24,188.24,2026-02-11,In-Store,PayPal
T01092,C0486,P016,3,404.53,1213.59,2024-08-06,Online,Cash
T01093,C0747,P003,4,369.55,1478.2,2025-01-19,In-Store,Credit Card
T01094,C0750,P030,4,85.88,343.52,2026-02-01,Online,Debit Card
T01095,C0695,P022,5,117.81,589.05,2026-01-14,Online,PayPal
T01096,C0026,P013,4,478.82,1915.28,2024-10-18,Online,Apple Pay
T01097,C0366,P015,1,424.51,424.51,2024-09-28,In-Store,Credit Card
T01098,C0623,P015,2,424.51,849.02,2025-06-20,Online,PayPal
T01099,C0201,P007,1,18.14,18.14,2024-11-04,Online,Cash
T01100,C0870,P007,4,18.14,72.56,2025-11-04,Online,Cash
T01101,C0404,P019,2,415.56,831.12,2025-02-17,In-Store,PayPal
T01102,C0618,P003,5,369.55,1847.75,2025-06-20,Online,PayPal
T01103,C0408,P024,2,55.0,110.0,2025-08-11,In-Store,PayPal
T01104,C0396,P008,3,326.69,980.07,2025-05-19,Online,PayPal
T01105,C0354,P017,3,270.43,811.29,2026-04-25,In-Store,Apple Pay
T01106,C0896,P001,5,321.52,1607.6,2025-05-26,Online,Debit Card
T01107,C0746,P017,4,270.43,1081.72,2025-01-07,In-Store,Apple Pay
T01108,C0296,P028,2,325.78,651.56,2025-07-17,In-Store,Apple Pay
T01109,C0143,P013,5,478.82,2394.1,2024-09-11,Online,Debit Card
T01110,C0213,P025,3,319.66,958.98,2025-04-24,In-Store,Cash
T01111,C0344,P014,1,50.91,50.91,2026-03-25,In-Store,Credit Card
T01112,C0007,P014,4,50.91,203.64,2026-02-12,In-Store,Apple Pay
T01113,C0180,P018,5,192.37,961.85,2026-01-30,In-Store,Cash
T01114,C0774,P010,2,405.67,811.34,2024-08-21,Online,Debit Card
T01115,C0853,P020,4,431.54,1726.16,2026-01-16,In-Store,Cash
T01116,C0503,P017,1,270.43,270.43,2026-05-15,In-Store,Cash
T01117,C0312,P013,4,478.82,1915.28,2024-11-26,In-Store,Debit Card
T01118,C0028,P022,1,117.81,117.81,2025-02-24,Online,PayPal
T01119,C0308,P010,4,405.67,1622.68,2024-12-11,Online,PayPal
T01120,C0428,P016,2,404.53,809.06,2024-08-10,In-Store,Debit Card
T01121,C0030,P020,1,431.54,431.54,2025-02-18,In-Store,Apple Pay
T01122,C0994,P011,1,403.88,403.88,2025-02-09,In-Store,Cash
T01123,C0493,P026,5,188.24,941.2,2026-04-02,In-Store,PayPal
T01124,C0644,P019,4,415.56,1662.24,2025-10-25,Online,PayPal
T01125,C0525,P025,5,319.66,1598.3,2025-08-20,Online,PayPal
T01126,C0167,P017,5,270.43,1352.15,2025-04-11,Online,Debit Card
T01127,C0328,P015,4,424.51,1698.04,2026-01-20,Online,PayPal
T01128,C0168,P022,1,117.81,117.81,2026-04-30,In-Store,PayPal
T01129,C0430,P028,3,325.78,977.34,2025-07-19,Online,PayPal
T01130,C0299,P026,5,188.24,941.2,2026-06-03,Online,Cash
T01131,C0199,P016,2,404.53,809.06,2026-04-19,Online,Cash
T01132,C0771,P010,2,405.67,811.34,2025-04-18,In-Store,PayPal
T01133,C0847,P025,3,319.66,958.98,2026-02-25,In-Store,PayPal
T01134,C0099,P002,5,141.14,705.7,2026-04-10,In-Store,Debit Card
T01135,C0014,P013,2,478.82,957.64,2026-05-17,In-Store,PayPal
T01136,C0798,P008,4,326.69,1306.76,2024-06-19,In-Store,PayPal
T01137,C0944,P027,2,137.15,274.3,2024-06-21,Online,Debit Card
T01138,C0159,P018,5,192.37,961.85,2024-09-07,Online,Debit Card
T01139,C0815,P026,5,188.24,941.2,2025-10-04,Online,Apple Pay
T01140,C0472,P017,1,270.43,270.43,2024-08-14,Online,Debit Card
T01141,C0946,P021,1,353.76,353.76,2025-09-11,In-Store,PayPal
T01142,C0320,P028,3,325.78,977.34,2026-05-02,Online,Apple Pay
T01143,C0912,P023,5,44.5,222.5,2025-10-13,In-Store,Debit Card
T01144,C0727,P025,3,319.66,958.98,2025-08-20,Online,Credit Card
T01145,C0228,P006,2,113.23,226.46,2025-12-03,Online,Debit Card
T01146,C0315,P010,2,405.67,811.34,2025-06-27,Online,Debit Card
T01147,C0081,P016,4,404.53,1618.12,2025-12-03,Online,Credit Card
T01148,C0020,P006,4,113.23,452.92,2025-08-08,In-Store,Credit Card
T01149,C0202,P003,1,369.55,369.55,2025-07-25,Online,Cash
T01150,C0608,P019,1,415.56,415.56,2024-08-01,In-Store,Credit Card
T01151,C0931,P022,3,117.81,353.43,2026-05-25,Online,Credit Card
T01152,C0309,P008,1,326.69,326.69,2026-02-20,Online,Credit Card
T01153,C0943,P004,5,446.63,2233.15,2024-07-16,Online,Cash
T01154,C0923,P012,2,173.42,346.84,2025-10-23,Online,PayPal
T01155,C0030,P004,1,446.63,446.63,2025-03-30,Online,PayPal
T01156,C0972,P024,5,55.0,275.0,2026-03-29,In-Store,PayPal
T01157,C0165,P020,5,431.54,2157.7,2025-10-01,Online,Cash
T01158,C0584,P018,1,192.37,192.37,2025-07-25,Online,Cash
T01159,C0782,P025,1,319.66,319.66,2024-11-15,Online,Debit Card
T01160,C0988,P011,3,403.88,1211.64,2024-12-17,Online,Cash
T01161,C0005,P006,1,113.23,113.23,2026-05-21,Online,Cash
T01162,C0872,P002,4,141.14,564.56,2025-01-31,In-Store,Cash
T01163,C0190,P007,4,18.14,72.56,2026-03-16,Online,Debit Card
T01164,C0855,P010,3,405.67,1217.01,2025-11-16,In-Store,Apple Pay
T01165,C0220,P025,5,319.66,1598.3,2026-01-08,Online,Apple Pay
T01166,C0116,P007,3,18.14,54.42,2025-12-09,Online,Apple Pay
T01167,C0113,P002,5,141.14,705.7,2026-04-23,Online,Apple Pay
T01168,C0781,P009,3,114.12,342.36,2024-08-25,In-Store,Cash
T01169,C0740,P023,1,44.5,44.5,2024-07-11,Online,PayPal
T01170,C0506,P026,1,188.24,188.24,2026-04-05,In-Store,PayPal
T01171,C0468,P018,5,192.37,961.85,2026-04-06,In-Store,Apple Pay
T01172,C0232,P028,5,325.78,1628.9,2025-10-26,In-Store,PayPal
T01173,C0876,P004,4,446.63,1786.52,2024-12-21,Online,Credit Card
T01174,C0917,P003,4,369.55,1478.2,2025-02-06,In-Store,Debit Card
T01175,C0014,P019,4,415.56,1662.24,2025-04-15,Online,Apple Pay
T01176,C0449,P004,5,446.63,2233.15,2025-01-31,Online,Credit Card
T01177,C0147,P019,4,415.56,1662.24,2025-01-25,In-Store,Cash
T01178,C0105,P023,2,44.5,89.0,2025-08-13,Online,PayPal
T01179,C0999,P019,2,415.56,831.12,2026-02-04,In-Store,Debit Card
T01180,C0610,P003,4,369.55,1478.2,2025-01-03,Online,Debit Card
T01181,C0859,P015,4,424.51,1698.04,2025-08-09,In-Store,PayPal
T01182,C0784,P020,5,431.54,2157.7,2025-03-10,In-Store,Apple Pay
T01183,C0365,P019,4,415.56,1662.24,2025-07-17,In-Store,Apple Pay
T01184,C0524,P016,3,404.53,1213.59,2025-03-12,Online,Apple Pay
T01185,C0111,P018,1,192.37,192.37,2025-11-02,In-Store,Apple Pay
T01186,C0510,P018,2,192.37,384.74,2024-10-12,Online,Credit Card
T01187,C0102,P002,1,141.14,141.14,2026-01-14,Online,Apple Pay
T01188,C0695,P029,1,89.71,89.71,2025-01-21,Online,Apple Pay
T01189,C0620,P020,3,431.54,1294.62,2026-02-04,Online,PayPal
T01190,C0637,P024,5,55.0,275.0,2025-02-05,Online,Credit Card
T01191,C0677,P011,5,403.88,2019.4,2025-02-06,In-Store,Apple Pay
T01192,C0207,P009,3,114.12,342.36,2025-10-15,In-Store,Apple Pay
T01193,C0517,P008,3,326.69,980.07,2024-07-07,In-Store,Cash
T01194,C0560,P001,1,321.52,321.52,2025-09-30,Online,Apple Pay
T01195,C0902,P006,1,113.23,113.23,2026-05-18,In-Store,Apple Pay
T01196,C0323,P023,4,44.5,178.0,2024-09-29,In-Store,Apple Pay
T01197,C0037,P022,1,117.81,117.81,2025-03-22,Online,Cash
T01198,C0676,P004,3,446.63,1339.89,2024-09-30,Online,Apple Pay
T01199,C0442,P017,2,270.43,540.86,2024-07-30,In-Store,Apple Pay
T01200,C0500,P008,1,326.69,326.69,2026-06-11,In-Store,Cash
T01201,C0702,P023,5,44.5,222.5,2024-10-24,In-Store,Apple Pay
T01202,C0576,P019,2,415.56,831.12,2026-05-28,Online,Apple Pay
T01203,C0270,P008,4,326.69,1306.76,2026-04-25,In-Store,Cash
T01204,C0693,P002,3,141.14,423.42,2026-02-15,In-Store,PayPal
T01205,C0063,P020,1,431.54,431.54,2026-04-03,Online,Debit Card
T01206,C0858,P015,3,424.51,1273.53,2024-08-14,In-Store,Cash
T01207,C0028,P022,3,117.81,353.43,2025-09-24,In-Store,Credit Card
T01208,C0439,P012,3,173.42,520.26,2024-08-06,In-Store,Apple Pay
T01209,C0360,P022,1,117.81,117.81,2024-09-18,Online,Debit Card
T01210,C0241,P012,3,173.42,520.26,2025-10-10,Online,Credit Card
T01211,C0890,P009,3,114.12,342.36,2025-05-05,Online,PayPal
T01212,C0174,P003,1,369.55,369.55,2025-09-03,In-Store,Credit Card
T01213,C0472,P022,4,117.81,471.24,2025-11-04,In-Store,PayPal
T01214,C0021,P027,4,137.15,548.6,2026-03-10,Online,PayPal
T01215,C0387,P008,5,326.69,1633.45,2025-06-30,In-Store,PayPal
T01216,C0587,P017,1,270.43,270.43,2026-03-31,In-Store,Credit Card
T01217,C0708,P010,2,405.67,811.34,2025-04-24,In-Store,Apple Pay
T01218,C0515,P018,3,192.37,577.11,2026-03-31,Online,Cash
T01219,C0307,P027,3,137.15,411.45,2025-01-11,In-Store,Debit Card
T01220,C0509,P030,1,85.88,85.88,2025-01-30,Online,PayPal
T01221,C0272,P009,1,114.12,114.12,2026-01-18,In-Store,Cash
T01222,C0412,P007,2,18.14,36.28,2024-09-08,Online,Cash
T01223,C0098,P008,5,326.69,1633.45,2026-01-27,In-Store,PayPal
T01224,C0069,P018,5,192.37,961.85,2025-03-21,In-Store,Apple Pay
T01225,C0215,P030,3,85.88,257.64,2025-06-25,Online,PayPal
T01226,C0517,P029,3,89.71,269.13,2024-06-18,In-Store,Cash
T01227,C0321,P028,2,325.78,651.56,2026-01-19,In-Store,Apple Pay
T01228,C0258,P028,5,325.78,1628.9,2026-04-04,In-Store,Cash
T01229,C0185,P002,1,141.14,141.14,2025-04-09,Online,Cash
T01230,C0512,P018,2,192.37,384.74,2025-05-18,In-Store,PayPal
T01231,C0960,P022,5,117.81,589.05,2025-06-03,In-Store,Cash
T01232,C0745,P029,1,89.71,89.71,2026-03-15,Online,PayPal
T01233,C0474,P023,2,44.5,89.0,2025-07-10,Online,Debit Card
T01234,C0765,P003,3,369.55,1108.65,2025-12-14,In-Store,Apple Pay
T01235,C0327,P026,1,188.24,188.24,2026-04-23,Online,Apple Pay
T01236,C0274,P024,3,55.0,165.0,2025-03-01,Online,PayPal
T01237,C0704,P004,5,446.63,2233.15,2025-12-29,Online,Apple Pay
T01238,C0245,P005,1,213.85,213.85,2024-08-14,Online,Debit Card
T01239,C0029,P014,2,50.91,101.82,2026-02-18,In-Store,Apple Pay
T01240,C0498,P007,5,18.14,90.7,2025-12-03,In-Store,Apple Pay
T01241,C0663,P018,1,192.37,192.37,2026-04-08,Online,Debit Card
T01242,C0280,P025,2,319.66,639.32,2026-02-17,Online,PayPal
T01243,C0809,P004,3,446.63,1339.89,2025-01-08,Online,Credit Card
T01244,C0987,P001,4,321.52,1286.08,2025-08-17,Online,Credit Card
T01245,C0881,P001,1,321.52,321.52,2024-08-11,In-Store,Cash
T01246,C0306,P019,1,415.56,415.56,2024-09-13,In-Store,PayPal
T01247,C0688,P005,1,213.85,213.85,2024-07-03,In-Store,Debit Card
T01248,C0242,P026,1,188.24,188.24,2025-05-20,Online,Cash
T01249,C0681,P001,5,321.52,1607.6,2024-12-25,In-Store,Apple Pay
T01250,C0906,P001,1,321.52,321.52,2024-11-25,Online,Cash
T01251,C0126,P006,3,113.23,339.69,2025-09-07,In-Store,Cash
T01252,C0755,P014,4,50.91,203.64,2025-08-08,Online,Apple Pay
T01253,C0224,P003,2,369.55,739.1,2024-11-13,Online,Debit Card
T01254,C0220,P029,3,89.71,269.13,2024-10-13,In-Store,Apple Pay
T01255,C0261,P010,5,405.67,2028.35,2024-07-09,Online,Apple Pay
T01256,C0547,P001,3,321.52,964.56,2025-10-22,Online,PayPal
T01257,C0559,P029,4,89.71,358.84,2025-02-16,In-Store,Debit Card
T01258,C0987,P005,3,213.85,641.55,2025-06-03,Online,PayPal
T01259,C0487,P019,3,415.56,1246.68,2025-03-21,In-Store,Credit Card
T01260,C0661,P010,5,405.67,2028.35,2026-03-13,Online,Credit Card
T01261,C0708,P027,2,137.15,274.3,2026-03-05,In-Store,Cash
T01262,C0394,P013,3,478.82,1436.46,2026-02-26,In-Store,Credit Card
T01263,C0548,P022,2,117.81,235.62,2025-12-27,In-Store,Apple Pay
T01264,C0009,P026,4,188.24,752.96,2026-03-30,In-Store,PayPal
T01265,C0093,P009,2,114.12,228.24,2025-03-18,In-Store,Debit Card
T01266,C0881,P010,2,405.67,811.34,2024-09-23,In-Store,PayPal
T01267,C0901,P017,4,270.43,1081.72,2025-05-28,Online,PayPal
T01268,C0888,P017,1,270.43,270.43,2025-02-26,In-Store,Apple Pay
T01269,C0755,P016,4,404.53,1618.12,2026-01-16,In-Store,Apple Pay
T01270,C0898,P027,1,137.15,137.15,2025-12-10,Online,PayPal
T01271,C0519,P018,1,192.37,192.37,2025-12-10,In-Store,Apple Pay
