transaction_id,customer_id,product_id,quantity,unit_price,total_amount,date,store_type,payment_method,year,month,month_name,day_of_week,cost_price,profit,profit_margin
T01086,C0725,P019,1,415.56,415.56,2024-06-16,In-Store,PayPal,2024,6,June,Sunday,243.33,172.23,41.45
T01087,C0152,P004,3,446.63,1339.89,2024-10-03,In-Store,Cash,2024,10,October,Thursday,190.3,768.99,57.39
T01088,C0999,P015,2,424.51,849.02,2025-04-08,In-Store,Credit Card,2025,4,April,Tuesday,246.69,355.64,41.89
T01089,C0943,P019,1,415.56,415.56,2024-12-16,In-Store,Apple Pay,2024,12,December,Monday,243.33,172.23,41.45
T01090,C0787,P007,2,18.14,36.28,2025-09-19,In-Store,PayPal,2025,9,September,Friday,8.34,19.6,54.02
T01091,C0160,P026,1,188.24,188.24,2026-02-11,In-Store,PayPal,2026,2,February,Wednesday,87.13,101.11,53.71
T01092,C0486,P016,3,404.53,1213.59,2024-08-06,Online,Cash,2024,8,August,Tuesday,250.37,462.48,38.11
T01093,C0747,P003,4,369.55,1478.2,2025-01-19,In-Store,Credit Card,2025,1,January,Sunday,222.84,586.84,39.7
T01094,C0750,P030,4,85.88,343.52,2026-02-01,Online,Debit Card,2026,2,February,Sunday,44.13,167.0,48.61
T01095,C0695,P022,5,117.81,589.05,2026-01-14,Online,PayPal,2026,1,January,Wednesday,57.35,302.3,51.32
T01096,C0026,P013,4,478.82,1915.28,2024-10-18,Online,Apple Pay,2024,10,October,Friday,239.88,955.76,49.9
T01097,C0366,P015,1,424.51,424.51,2024-09-28,In-Store,Credit Card,2024,9,September,Saturday,246.69,177.82,41.89
T01098,C0623,P015,2,424.51,849.02,2025-06-20,Online,PayPal,2025,6,June,Friday,246.69,355.64,41.89
T01099,C0201,P007,1,18.14,18.14,2024-11-04,Online,Cash,2024,11,November,Monday,8.34,9.8,54.02
T01100,C0870,P007,4,18.14,72.56,2025-11-04,Online,Cash,2025,11,November,Tuesday,8.34,39.2,54.02
T01101,C0404,P019,2,415.56,831.12,2025-02-17,In-Store,PayPal,2025,2,February,Monday,243.33,344.46,41.45
T01102,C0618,P003,5,369.55,1847.75,2025-06-20,Online,PayPal,2025,6,June,Friday,222.84,733.55,39.7
T01103,C0408,P024,2,55.0,110.0,2025-08-11,In-Store,PayPal,2025,8,August,Monday,26.59,56.82,51.65
T01104,C0396,P008,3,326.69,980.07,2025-05-19,Online,PayPal,2025,5,May,Monday,184.08,427.83,43.65
T01105,C0354,P017,3,270.43,811.29,2026-04-25,In-Store,Apple Pay,2026,4,April,Saturday,187.12,249.93,30.81
T01106,C0896,P001,5,321.52,1607.6,2025-05-26,Online,Debit Card,2025,5,May,Monday,131.02,952.5,59.25
T01107,C0746,P017,4,270.43,1081.72,2025-01-07,In-Store,Apple Pay,2025,1,January,Tuesday,187.12,333.24,30.81
T01108,C0296,P028,2,325.78,651.56,2025-07-17,In-Store,Apple Pay,2025,7,July,Thursday,189.84,271.88,41.73
T01109,C0143,P013,5,478.82,2394.1,2024-09-11,Online,Debit Card,2024,9,September,Wednesday,239.88,1194.7,49.9
T01110,C0213,P025,3,319.66,958.98,2025-04-24,In-Store,Cash,2025,4,April,Thursday,162.85,470.43,49.06
T01111,C0344,P014,1,50.91,50.91,2026-03-25,In-Store,Credit Card,2026,3,March,Wednesday,21.84,29.07,57.1
T01112,C0007,P014,4,50.91,203.64,2026-02-12,In-Store,Apple Pay,2026,2,February,Thursday,21.84,116.28,57.1
T01113,C0180,P018,5,192.37,961.85,2026-01-30,In-Store,Cash,2026,1,January,Friday,108.81,417.8,43.44
T01114,C0774,P010,2,405.67,811.34,2024-08-21,Online,Debit Card,2024,8,August,Wednesday,163.06,485.22,59.8
T01115,C0853,P020,4,431.54,1726.16,2026-01-16,In-Store,Cash,2026,1,January,Friday,247.36,736.72,42.68
T01116,C0503,P017,1,270.43,270.43,2026-05-15,In-Store,Cash,2026,5,May,Friday,187.12,83.31,30.81
T01117,C0312,P013,4,478.82,1915.28,2024-11-26,In-Store,Debit Card,2024,11,November,Tuesday,239.88,955.76,49.9
T01118,C0028,P022,1,117.81,117.81,2025-02-24,Online,PayPal,2025,2,February,Monday,57.35,60.46,51.32
T01119,C0308,P010,4,405.67,1622.68,2024-12-11,Online,PayPal,2024,12,December,Wednesday,163.06,970.44,59.8
T01120,C0428,P016,2,404.53,809.06,2024-08-10,In-Store,Debit Card,2024,8,August,Saturday,250.37,308.32,38.11
T01121,C0030,P020,1,431.54,431.54,2025-02-18,In-Store,Apple Pay,2025,2,February,Tuesday,247.36,184.18,42.68
T01122,C0994,P011,1,403.88,403.88,2025-02-09,In-Store,Cash,2025,2,February,Sunday,246.14,157.74,39.06
T01123,C0493,P026,5,188.24,941.2,2026-04-02,In-Store,PayPal,2026,4,April,Thursday,87.13,505.55,53.71
T01124,C0644,P019,4,415.56,1662.24,2025-10-25,Online,PayPal,2025,10,October,Saturday,243.33,688.92,41.45
T01125,C0525,P025,5,319.66,1598.3,2025-08-20,Online,PayPal,2025,8,August,Wednesday,162.85,784.05,49.06
T01126,C0167,P017,5,270.43,1352.15,2025-04-11,Online,Debit Card,2025,4,April,Friday,187.12,416.55,30.81
T01127,C0328,P015,4,424.51,1698.04,2026-01-20,Online,PayPal,2026,1,January,Tuesday,246.69,711.28,41.89
T01128,C0168,P022,1,117.81,117.81,2026-04-30,In-Store,PayPal,2026,4,April,Thursday,57.35,60.46,51.32
T01129,C0430,P028,3,325.78,977.34,2025-07-19,Online,PayPal,2025,7,July,Saturday,189.84,407.82,41.73
T01130,C0299,P026,5,188.24,941.2,2026-06-03,Online,Cash,2026,6,June,Wednesday,87.13,505.55,53.71
T01131,C0199,P016,2,404.53,809.06,2026-04-19,Online,Cash,2026,4,April,Sunday,250.37,308.32,38.11
T01132,C0771,P010,2,405.67,811.34,2025-04-18,In-Store,PayPal,2025,4,April,Friday,163.06,485.22,59.8
T01133,C0847,P025,3,319.66,958.98,2026-02-25,In-Store,PayPal,2026,2,February,Wednesday,162.85,470.43,49.06
T01134,C0099,P002,5,141.14,705.7,2026-04-10,In-Store,Debit Card,2026,4,April,Friday,65.91,376.15,53.3
T01135,C0014,P013,2,478.82,957.64,2026-05-17,In-Store,PayPal,2026,5,May,Sunday,239.88,477.88,49.9
T01136,C0798,P008,4,326.69,1306.76,2024-06-19,In-Store,PayPal,2024,6,June,Wednesday,184.08,570.44,43.65
T01137,C0944,P027,2,137.15,274.3,2024-06-21,Online,Debit Card,2024,6,June,Friday,93.4,87.5,31.9
T01138,C0159,P018,5,192.37,961.85,2024-09-07,Online,Debit Card,2024,9,September,Saturday,108.81,417.8,43.44
T01139,C0815,P026,5,188.24,941.2,2025-10-04,Online,Apple Pay,2025,10,October,Saturday,87.13,505.55,53.71
T01140,C0472,P017,1,270.43,270.43,2024-08-14,Online,Debit Card,2024,8,August,Wednesday,187.12,83.31,30.81
T01141,C0946,P021,1,353.76,353.76,2025-09-11,In-Store,PayPal,2025,9,September,Thursday,146.37,207.39,58.62
T01142,C0320,P028,3,325.78,977.34,2026-05-02,Online,Apple Pay,2026,5,May,Saturday,189.84,407.82,41.73
T01143,C0912,P023,5,44.5,222.5,2025-10-13,In-Store,Debit Card,2025,10,October,Monday,20.91,117.95,53.01
T01144,C0727,P025,3,319.66,958.98,2025-08-20,Online,Credit Card,2025,8,August,Wednesday,162.85,470.43,49.06
T01145,C0228,P006,2,113.23,226.46,2025-12-03,Online,Debit Card,2025,12,December,Wednesday,62.46,101.54,44.84
T01146,C0315,P010,2,405.67,811.34,2025-06-27,Online,Debit Card,2025,6,June,Friday,163.06,485.22,59.8
T01147,C0081,P016,4,404.53,1618.12,2025-12-03,Online,Credit Card,2025,12,December,Wednesday,250.37,616.64,38.11
T01148,C0020,P006,4,113.23,452.92,2025-08-08,In-Store,Credit Card,2025,8,August,Friday,62.46,203.08,44.84
T01149,C0202,P003,1,369.55,369.55,2025-07-25,Online,Cash,2025,7,July,Friday,222.84,146.71,39.7
T01150,C0608,P019,1,415.56,415.56,2024-08-01,In-Store,Credit Card,2024,8,August,Thursday,243.33,172.23,41.45
T01151,C0931,P022,3,117.81,353.43,2026-05-25,Online,Credit Card,2026,5,May,Monday,57.35,181.38,51.32
T01152,C0309,P008,1,326.69,326.69,2026-02-20,Online,Credit Card,2026,2,February,Friday,184.08,142.61,43.65
T01153,C0943,P004,5,446.63,2233.15,2024-07-16,Online,Cash,2024,7,July,Tuesday,190.3,1281.65,57.39
T01154,C0923,P012,2,173.42,346.84,2025-10-23,Online,PayPal,2025,10,October,Thursday,77.46,191.92,55.33
T01155,C0030,P004,1,446.63,446.63,2025-03-30,Online,PayPal,2025,3,March,Sunday,190.3,256.33,57.39
T01156,C0972,P024,5,55.0,275.0,2026-03-29,In-Store,PayPal,2026,3,March,Sunday,26.59,142.05,51.65
T01157,C0165,P020,5,431.54,2157.7,2025-10-01,Online,Cash,2025,10,October,Wednesday,247.36,920.9,42.68
T01158,C0584,P018,1,192.37,192.37,2025-07-25,Online,Cash,2025,7,July,Friday,108.81,83.56,43.44
T01159,C0782,P025,1,319.66,319.66,2024-11-15,Online,Debit Card,2024,11,November,Friday,162.85,156.81,49.06
T01160,C0988,P011,3,403.88,1211.64,2024-12-17,Online,Cash,2024,12,December,Tuesday,246.14,473.22,39.06
T01161,C0005,P006,1,113.23,113.23,2026-05-21,Online,Cash,2026,5,May,Thursday,62.46,50.77,44.84
T01162,C0872,P002,4,141.14,564.56,2025-01-31,In-Store,Cash,2025,1,January,Friday,65.91,300.92,53.3
T01163,C0190,P007,4,18.14,72.56,2026-03-16,Online,Debit Card,2026,3,March,Monday,8.34,39.2,54.02
T01164,C0855,P010,3,405.67,1217.01,2025-11-16,In-Store,Apple Pay,2025,11,November,Sunday,163.06,727.83,59.8
T01165,C0220,P025,5,319.66,1598.3,2026-01-08,Online,Apple Pay,2026,1,January,Thursday,162.85,784.05,49.06
T01166,C0116,P007,3,18.14,54.42,2025-12-09,Online,Apple Pay,2025,12,December,Tuesday,8.34,29.4,54.02
T01167,C0113,P002,5,141.14,705.7,2026-04-23,Online,Apple Pay,2026,4,April,Thursday,65.91,376.15,53.3
T01168,C0781,P009,3,114.12,342.36,2024-08-25,In-Store,Cash,2024,8,August,Sunday,65.82,144.9,42.32
T01169,C0740,P023,1,44.5,44.5,2024-07-11,Online,PayPal,2024,7,July,Thursday,20.91,23.59,53.01
T01170,C0506,P026,1,188.24,188.24,2026-04-05,In-Store,PayPal,2026,4,April,Sunday,87.13,101.11,53.71
T01171,C0468,P018,5,192.37,961.85,2026-04-06,In-Store,Apple Pay,2026,4,April,Monday,108.81,417.8,43.44
T01172,C0232,P028,5,325.78,1628.9,2025-10-26,In-Store,PayPal,2025,10,October,Sunday,189.84,679.7,41.73
T01173,C0876,P004,4,446.63,1786.52,2024-12-21,Online,Credit Card,2024,12,December,Saturday,190.3,1025.32,57.39
T01174,C0917,P003,4,369.55,1478.2,2025-02-06,In-Store,Debit Card,2025,2,February,Thursday,222.84,586.84,39.7
T01175,C0014,P019,4,415.56,1662.24,2025-04-15,Online,Apple Pay,2025,4,April,Tuesday,243.33,688.92,41.45
T01176,C0449,P004,5,446.63,2233.15,2025-01-31,Online,Credit Card,2025,1,January,Friday,190.3,1281.65,57.39
T01177,C0147,P019,4,415.56,1662.24,2025-01-25,In-Store,Cash,2025,1,January,Saturday,243.33,688.92,41.45
T01178,C0105,P023,2,44.5,89.0,2025-08-13,Online,PayPal,2025,8,August,Wednesday,20.91,47.18,53.01
T01179,C0999,P019,2,415.56,831.12,2026-02-04,In-Store,Debit Card,2026,2,February,Wednesday,243.33,344.46,41.45
T01180,C0610,P003,4,369.55,1478.2,2025-01-03,Online,Debit Card,2025,1,January,Friday,222.84,586.84,39.7
T01181,C0859,P015,4,424.51,1698.04,2025-08-09,In-Store,PayPal,2025,8,August,Saturday,246.69,711.28,41.89
T01182,C0784,P020,5,431.54,2157.7,2025-03-10,In-Store,Apple Pay,2025,3,March,Monday,247.36,920.9,42.68
T01183,C0365,P019,4,415.56,1662.24,2025-07-17,In-Store,Apple Pay,2025,7,July,Thursday,243.33,688.92,41.45
T01184,C0524,P016,3,404.53,1213.59,2025-03-12,Online,Apple Pay,2025,3,March,Wednesday,250.37,462.48,38.11
T01185,C0111,P018,1,192.37,192.37,2025-11-02,In-Store,Apple Pay,2025,11,November,Sunday,108.81,83.56,43.44
T01186,C0510,P018,2,192.37,384.74,2024-10-12,Online,Credit Card,2024,10,October,Saturday,108.81,167.12,43.44
T01187,C0102,P002,1,141.14,141.14,2026-01-14,Online,Apple Pay,2026,1,January,Wednesday,65.91,75.23,53.3
T01188,C0695,P029,1,89.71,89.71,2025-01-21,Online,Apple Pay,2025,1,January,Tuesday,55.51,34.2,38.12
T01189,C0620,P020,3,431.54,1294.62,2026-02-04,Online,PayPal,2026,2,February,Wednesday,247.36,552.54,42.68
T01190,C0637,P024,5,55.0,275.0,2025-02-05,Online,Credit Card,2025,2,February,Wednesday,26.59,142.05,51.65
T01191,C0677,P011,5,403.88,2019.4,2025-02-06,In-Store,Apple Pay,2025,2,February,Thursday,246.14,788.7,39.06
T01192,C0207,P009,3,114.12,342.36,2025-10-15,In-Store,Apple Pay,2025,10,October,Wednesday,65.82,144.9,42.32
T01193,C0517,P008,3,326.69,980.07,2024-07-07,In-Store,Cash,2024,7,July,Sunday,184.08,427.83,43.65
T01194,C0560,P001,1,321.52,321.52,2025-09-30,Online,Apple Pay,2025,9,September,Tuesday,131.02,190.5,59.25
T01195,C0902,P006,1,113.23,113.23,2026-05-18,In-Store,Apple Pay,2026,5,May,Monday,62.46,50.77,44.84
T01196,C0323,P023,4,44.5,178.0,2024-09-29,In-Store,Apple Pay,2024,9,September,Sunday,20.91,94.36,53.01
T01197,C0037,P022,1,117.81,117.81,2025-03-22,Online,Cash,2025,3,March,Saturday,57.35,60.46,51.32
T01198,C0676,P004,3,446.63,1339.89,2024-09-30,Online,Apple Pay,2024,9,September,Monday,190.3,768.99,57.39
T01199,C0442,P017,2,270.43,540.86,2024-07-30,In-Store,Apple Pay,2024,7,July,Tuesday,187.12,166.62,30.81
T01200,C0500,P008,1,326.69,326.69,2026-06-11,In-Store,Cash,2026,6,June,Thursday,184.08,142.61,43.65
T01201,C0702,P023,5,44.5,222.5,2024-10-24,In-Store,Apple Pay,2024,10,October,Thursday,20.91,117.95,53.01
T01202,C0576,P019,2,415.56,831.12,2026-05-28,Online,Apple Pay,2026,5,May,Thursday,243.33,344.46,41.45
T01203,C0270,P008,4,326.69,1306.76,2026-04-25,In-Store,Cash,2026,4,April,Saturday,184.08,570.44,43.65
T01204,C0693,P002,3,141.14,423.42,2026-02-15,In-Store,PayPal,2026,2,February,Sunday,65.91,225.69,53.3
T01205,C0063,P020,1,431.54,431.54,2026-04-03,Online,Debit Card,2026,4,April,Friday,247.36,184.18,42.68
T01206,C0858,P015,3,424.51,1273.53,2024-08-14,In-Store,Cash,2024,8,August,Wednesday,246.69,533.46,41.89
T01207,C0028,P022,3,117.81,353.43,2025-09-24,In-Store,Credit Card,2025,9,September,Wednesday,57.35,181.38,51.32
T01208,C0439,P012,3,173.42,520.26,2024-08-06,In-Store,Apple Pay,2024,8,August,Tuesday,77.46,287.88,55.33
T01209,C0360,P022,1,117.81,117.81,2024-09-18,Online,Debit Card,2024,9,September,Wednesday,57.35,60.46,51.32
T01210,C0241,P012,3,173.42,520.26,2025-10-10,Online,Credit Card,2025,10,October,Friday,77.46,287.88,55.33
T01211,C0890,P009,3,114.12,342.36,2025-05-05,Online,PayPal,2025,5,May,Monday,65.82,144.9,42.32
T01212,C0174,P003,1,369.55,369.55,2025-09-03,In-Store,Credit Card,2025,9,September,Wednesday,222.84,146.71,39.7
T01213,C0472,P022,4,117.81,471.24,2025-11-04,In-Store,PayPal,2025,11,November,Tuesday,57.35,241.84,51.32
T01214,C0021,P027,4,137.15,548.6,2026-03-10,Online,PayPal,2026,3,March,Tuesday,93.4,175.0,31.9
T01215,C0387,P008,5,326.69,1633.45,2025-06-30,In-Store,PayPal,2025,6,June,Monday,184.08,713.05,43.65
T01216,C0587,P017,1,270.43,270.43,2026-03-31,In-Store,Credit Card,2026,3,March,Tuesday,187.12,83.31,30.81
T01217,C0708,P010,2,405.67,811.34,2025-04-24,In-Store,Apple Pay,2025,4,April,Thursday,163.06,485.22,59.8
T01218,C0515,P018,3,192.37,577.11,2026-03-31,Online,Cash,2026,3,March,Tuesday,108.81,250.68,43.44
T01219,C0307,P027,3,137.15,411.45,2025-01-11,In-Store,Debit Card,2025,1,January,Saturday,93.4,131.25,31.9
T01220,C0509,P030,1,85.88,85.88,2025-01-30,Online,PayPal,2025,1,January,Thursday,44.13,41.75,48.61
T01221,C0272,P009,1,114.12,114.12,2026-01-18,In-Store,Cash,2026,1,January,Sunday,65.82,48.3,42.32
T01222,C0412,P007,2,18.14,36.28,2024-09-08,Online,Cash,2024,9,September,Sunday,8.34,19.6,54.02
T01223,C0098,P008,5,326.69,1633.45,2026-01-27,In-Store,PayPal,2026,1,January,Tuesday,184.08,713.05,43.65
T01224,C0069,P018,5,192.37,961.85,2025-03-21,In-Store,Apple Pay,2025,3,March,Friday,108.81,417.8,43.44
T01225,C0215,P030,3,85.88,257.64,2025-06-25,Online,PayPal,2025,6,June,Wednesday,44.13,125.25,48.61
T01226,C0517,P029,3,89.71,269.13,2024-06-18,In-Store,Cash,2024,6,June,Tuesday,55.51,102.6,38.12
T01227,C0321,P028,2,325.78,651.56,2026-01-19,In-Store,Apple Pay,2026,1,January,Monday,189.84,271.88,41.73
T01228,C0258,P028,5,325.78,1628.9,2026-04-04,In-Store,Cash,2026,4,April,Saturday,189.84,679.7,41.73
T01229,C0185,P002,1,141.14,141.14,2025-04-09,Online,Cash,2025,4,April,Wednesday,65.91,75.23,53.3
T01230,C0512,P018,2,192.37,384.74,2025-05-18,In-Store,PayPal,2025,5,May,Sunday,108.81,167.12,43.44
T01231,C0960,P022,5,117.81,589.05,2025-06-03,In-Store,Cash,2025,6,June,Tuesday,57.35,302.3,51.32
T01232,C0745,P029,1,89.71,89.71,2026-03-15,Online,PayPal,2026,3,March,Sunday,55.51,34.2,38.12
T01233,C0474,P023,2,44.5,89.0,2025-07-10,Online,Debit Card,2025,7,July,Thursday,20.91,47.18,53.01
T01234,C0765,P003,3,369.55,1108.65,2025-12-14,In-Store,Apple Pay,2025,12,December,Sunday,222.84,440.13,39.7
T01235,C0327,P026,1,188.24,188.24,2026-04-23,Online,Apple Pay,2026,4,April,Thursday,87.13,101.11,53.71
T01236,C0274,P024,3,55.0,165.0,2025-03-01,Online,PayPal,2025,3,March,Saturday,26.59,85.23,51.65
T01237,C0704,P004,5,446.63,2233.15,2025-12-29,Online,Apple Pay,2025,12,December,Monday,190.3,1281.65,57.39
T01238,C0245,P005,1,213.85,213.85,2024-08-14,Online,Debit Card,2024,8,August,Wednesday,87.45,126.4,59.11
T01239,C0029,P014,2,50.91,101.82,2026-02-18,In-Store,Apple Pay,2026,2,February,Wednesday,21.84,58.14,57.1
T01240,C0498,P007,5,18.14,90.7,2025-12-03,In-Store,Apple Pay,2025,12,December,Wednesday,8.34,49.0,54.02
T01241,C0663,P018,1,192.37,192.37,2026-04-08,Online,Debit Card,2026,4,April,Wednesday,108.81,83.56,43.44
T01242,C0280,P025,2,319.66,639.32,2026-02-17,Online,PayPal,2026,2,February,Tuesday,162.85,313.62,49.06
T01243,C0809,P004,3,446.63,1339.89,2025-01-08,Online,Credit Card,2025,1,January,Wednesday,190.3,768.99,57.39
T01244,C0987,P001,4,321.52,1286.08,2025-08-17,Online,Credit Card,2025,8,August,Sunday,131.02,762.0,59.25
T01245,C0881,P001,1,321.52,321.52,2024-08-11,In-Store,Cash,2024,8,August,Sunday,131.02,190.5,59.25
T01246,C0306,P019,1,415.56,415.56,2024-09-13,In-Store,PayPal,2024,9,September,Friday,243.33,172.23,41.45
T01247,C0688,P005,1,213.85,213.85,2024-07-03,In-Store,Debit Card,2024,7,July,Wednesday,87.45,126.4,59.11
T01248,C0242,P026,1,188.24,188.24,2025-05-20,Online,Cash,2025,5,May,Tuesday,87.13,101.11,53.71
T01249,C0681,P001,5,321.52,1607.6,2024-12-25,In-Store,Apple Pay,2024,12,December,Wednesday,131.02,952.5,59.25
T01250,C0906,P001,1,321.52,321.52,2024-11-25,Online,Cash,2024,11,November,Monday,131.02,190.5,59.25
T01251,C0126,P006,3,113.23,339.69,2025-09-07,In-Store,Cash,2025,9,September,Sunday,62.46,152.31,44.84
T01252,C0755,P014,4,50.91,203.64,2025-08-08,Online,Apple Pay,2025,8,August,Friday,21.84,116.28,57.1
T01253,C0224,P003,2,369.55,739.1,2024-11-13,Online,Debit Card,2024,11,November,Wednesday,222.84,293.42,39.7
T01254,C0220,P029,3,89.71,269.13,2024-10-13,In-Store,Apple Pay,2024,10,October,Sunday,55.51,102.6,38.12
T01255,C0261,P010,5,405.67,2028.35,2024-07-09,Online,Apple Pay,2024,7,July,Tuesday,163.06,1213.05,59.8
T01256,C0547,P001,3,321.52,964.56,2025-10-22,Online,PayPal,2025,10,October,Wednesday,131.02,571.5,59.25
T01257,C0559,P029,4,89.71,358.84,2025-02-16,In-Store,Debit Card,2025,2,February,Sunday,55.51,136.8,38.12
T01258,C0987,P005,3,213.85,641.55,2025-06-03,Online,PayPal,2025,6,June,Tuesday,87.45,379.2,59.11
T01259,C0487,P019,3,415.56,1246.68,2025-03-21,In-Store,Credit Card,2025,3,March,Friday,243.33,516.69,41.45
T01260,C0661,P010,5,405.67,2028.35,2026-03-13,Online,Credit Card,2026,3,March,Friday,163.06,1213.05,59.8
T01261,C0708,P027,2,137.15,274.3,2026-03-05,In-Store,Cash,2026,3,March,Thursday,93.4,87.5,31.9
T01262,C0394,P013,3,478.82,1436.46,2026-02-26,In-Store,Credit Card,2026,2,February,Thursday,239.88,716.82,49.9
T01263,C0548,P022,2,117.81,235.62,2025-12-27,In-Store,Apple Pay,2025,12,December,Saturday,57.35,120.92,51.32
T01264,C0009,P026,4,188.24,752.96,2026-03-30,In-Store,PayPal,2026,3,March,Monday,87.13,404.44,53.71
T01265,C0093,P009,2,114.12,228.24,2025-03-18,In-Store,Debit Card,2025,3,March,Tuesday,65.82,96.6,42.32
T01266,C0881,P010,2,405.67,811.34,2024-09-23,In-Store,PayPal,2024,9,September,Monday,163.06,485.22,59.8
T01267,C0901,P017,4,270.43,1081.72,2025-05-28,Online,PayPal,2025,5,May,Wednesday,187.12,333.24,30.81
T01268,C0888,P017,1,270.43,270.43,2025-02-26,In-Store,Apple Pay,2025,2,February,Wednesday,187.12,83.31,30.81
T01269,C0755,P016,4,404.53,1618.12,2026-01-16,In-Store,Apple Pay,2026,1,January,Friday,250.37,616.64,38.11
T01270,C0898,P027,1,137.15,137.15,2025-12-10,Online,PayPal,2025,12,December,Wednesday,93.4,43.75,31.9
T01271,C0519,P018,1,192.37,192.37,2025-12-10,In-Store,Apple Pay,2025,12,December,Wednesday,108.81,83.56,43.44
T01272,C0617,P005,5,213.85,1069.25,2025-11-02,In-Store,Apple Pay,2025,11,November,Sunday,87.45,632.0,59.11
T01273,C0712,P028,1,325.78,325.78,2024-08-07,Online,Debit Card,2024,8,August,Wednesday,189.84,135.94,41.73
T01274,C0646,P014,4,50.91,203.64,2025-01-08,Online,Credit Card,2025,1,January,Wednesday,21.84,116.28,57.1
T01275,C0411,P017,2,270.43,540.86,2025-07-17,In-Store,PayPal,2025,7,July,Thursday,187.12,166.62,30.81
T01276,C0590,P021,1,353.76,353.76,2026-05-20,Online,Debit Card,2026,5,May,Wednesday,146.37,207.39,58.62
T01277,C0256,P030,5,85.88,429.4,2024-11-17,Online,Cash,2024,11,November,Sunday,44.13,208.75,48.61
T01278,C0703,P021,4,353.76,1415.04,2024-07-12,In-Store,Apple Pay,2024,7,July,Friday,146.37,829.56,58.62
T01279,C0490,P005,2,213.85,427.7,2026-05-30,In-Store,Debit Card,2026,5,May,Saturday,87.45,252.8,59.11
T01280,C0704,P012,5,173.42,867.1,2026-02-01,In-Store,PayPal,2026,2,February,Sunday,77.46,479.8,55.33
T01281,C0204,P024,1,55.0,55.0,2024-10-25,In-Store,PayPal,2024,10,October,Friday,26.59,28.41,51.65
T01282,C0187,P017,4,270.43,1081.72,2025-03-04,In-Store,Cash,2025,3,March,Tuesday,187.12,333.24,30.81
T01283,C0230,P026,1,188.24,188.24,2025-10-08,Online,Cash,2025,10,October,Wednesday,87.13,101.11,53.71
T01284,C0663,P022,5,117.81,589.05,2025-05-25,Online,Credit Card,2025,5,May,Sunday,57.35,302.3,51.32
T01285,C0998,P021,4,353.76,1415.04,2025-10-09,Online,PayPal,2025,10,October,Thursday,146.37,829.56,58.62
T01286,C0719,P020,2,431.54,863.08,2025-07-15,Online,Apple Pay,2025,7,July,Tuesday,247.36,368.36,42.68
T01287,C0633,P025,4,319.66,1278.64,2024-07-01,In-Store,Debit Card,2024,7,July,Monday,162.85,627.24,49.06
T01288,C0092,P016,3,404.53,1213.59,2024-09-18,Online,Cash,2024,9,September,Wednesday,250.37,462.48,38.11
T01289,C0121,P014,1,50.91,50.91,2026-05-02,In-Store,Apple Pay,2026,5,May,Saturday,21.84,29.07,57.1
T01290,C0848,P025,4,319.66,1278.64,2024-07-12,Online,Debit Card,2024,7,July,Friday,162.85,627.24,49.06
T01291,C0731,P002,2,141.14,282.28,2024-09-03,Online,PayPal,2024,9,September,Tuesday,65.91,150.46,53.3
T01292,C0295,P019,4,415.56,1662.24,2025-09-10,In-Store,Debit Card,2025,9,September,Wednesday,243.33,688.92,41.45
T01293,C0442,P009,2,114.12,228.24,2026-05-28,Online,PayPal,2026,5,May,Thursday,65.82,96.6,42.32
T01294,C0745,P028,2,325.78,651.56,2025-06-28,In-Store,Debit Card,2025,6,June,Saturday,189.84,271.88,41.73
T01295,C0419,P030,2,85.88,171.76,2025-02-11,Online,PayPal,2025,2,February,Tuesday,44.13,83.5,48.61
T01296,C1000,P018,3,192.37,577.11,2025-11-04,Online,Cash,2025,11,November,Tuesday,108.81,250.68,43.44
T01297,C0462,P025,2,319.66,639.32,2025-10-01,In-Store,Cash,2025,10,October,Wednesday,162.85,313.62,49.06
T01298,C0701,P028,4,325.78,1303.12,2025-05-09,Online,Credit Card,2025,5,May,Friday,189.84,543.76,41.73
T01299,C0481,P008,2,326.69,653.38,2025-06-14,In-Store,Apple Pay,2025,6,June,Saturday,184.08,285.22,43.65
T01300,C0704,P030,2,85.88,171.76,2025-07-27,In-Store,Apple Pay,2025,7,July,Sunday,44.13,83.5,48.61
T01301,C0754,P014,5,50.91,254.55,2025-06-07,In-Store,Credit Card,2025,6,June,Saturday,21.84,145.35,57.1
T01302,C0098,P028,5,325.78,1628.9,2025-07-24,Online,Credit Card,2025,7,July,Thursday,189.84,679.7,41.73
T01303,C0341,P014,2,50.91,101.82,2026-06-02,In-Store,PayPal,2026,6,June,Tuesday,21.84,58.14,57.1
T01304,C0621,P004,5,446.63,2233.15,2024-09-30,Online,Credit Card,2024,9,September,Monday,190.3,1281.65,57.39
T01305,C0260,P017,5,270.43,1352.15,2025-07-16,In-Store,PayPal,2025,7,July,Wednesday,187.12,416.55,30.81
T01306,C0405,P021,3,353.76,1061.28,2025-06-06,Online,Cash,2025,6,June,Friday,146.37,622.17,58.62
T01307,C0043,P018,5,192.37,961.85,2024-12-28,Online,PayPal,2024,12,December,Saturday,108.81,417.8,43.44
T01308,C0174,P001,5,321.52,1607.6,2026-06-11,In-Store,PayPal,2026,6,June,Thursday,131.02,952.5,59.25
T01309,C0899,P001,4,321.52,1286.08,2026-01-02,Online,Credit Card,2026,1,January,Friday,131.02,762.0,59.25
